Longitude;Latitude;Description;Label;DateTime;marker-color
30.244308;60.106401;Доступна к заправке;Татнефть ;25.06.2026 14:33:00;#00ff00
37.588943;55.613265;Возможно появилось топливо;Газпромнефть ;26.06.2026 13:10:00;#169a7a
30.125614;59.835885;Возможно появилось топливо;Газпромнефть ;26.06.2026 14:24:00;#169a7a
30.202734;59.857247;Ограничение в 240 л;Газпромнефть ;26.06.2026 04:35:00;#f1c40f
37.673960;55.885617;Возможно появилось топливо;Газпромнефть;26.06.2026 21:48:00;#169a7a
37.852069;55.653517;Возможно появилось топливо;Газпромнефть ;26.06.2026 22:42:00;#169a7a
30.362832;60.032731;Возможно появилось топливо;Татнефть ;27.06.2026 02:16:00;#169a7a
37.665587;55.694956;Возможно появилось топливо;Газпромнефть;27.06.2026 03:12:00;#169a7a
37.620483;55.596696;Возможно появилось топливо;Газпромнефть;27.06.2026 03:30:00;#169a7a
37.614342;55.615781;Возможно появилось топливо;Газпромнефть;27.06.2026 03:30:00;#169a7a
30.248880;59.868432;Отказ в заправке;Газпромнефть ;26.06.2026 15:55:00;#e74c3c
37.657071;55.673666;Возможно появилось топливо;Газпромнефть;27.06.2026 05:06:00;#169a7a
30.435732;59.952780;Возможно появилось топливо;Татнефть ;27.06.2026 08:14:00;#169a7a
37.674579;55.546995;Возможно появилось топливо;Татнефть ;27.06.2026 08:15:00;#169a7a
37.431846;55.750697;Возможно появилось топливо;Татнефть ;27.06.2026 08:17:00;#169a7a
37.864932;55.774978;Возможно появилось топливо;Татнефть ;27.06.2026 08:21:00;#169a7a
30.294919;60.023290;Отказ в заправке;Татнефть ;26.06.2026 20:45:00;#e74c3c
37.560961;55.644714;Возможно появилось топливо;Газпромнефть;27.06.2026 08:52:00;#169a7a
30.376064;59.880970;Доступна к заправке;Газпромнефть;26.06.2026 21:23:00;#00ff00
30.481068;59.930791;Возможно появилось топливо;Газпромнефть ;27.06.2026 09:56:00;#169a7a
37.507277;55.662882;Возможно появилось топливо;Газпромнефть;27.06.2026 10:10:00;#169a7a
30.382622;59.978584;Возможно появилось топливо;Татнефть ;27.06.2026 10:16:00;#169a7a
30.272399;60.075896;Возможно появилось топливо;Татнефть ;27.06.2026 10:18:00;#169a7a
30.384616;59.980258;Возможно появилось топливо;Татнефть ;27.06.2026 10:26:00;#169a7a
30.367908;59.988572;Возможно появилось топливо;Газпромнефть ;27.06.2026 10:37:00;#169a7a
30.379711;60.017832;Возможно появилось топливо;Газпромнефть ;27.06.2026 10:49:00;#169a7a
30.366003;60.035185;Отказ в заправке;Газпромнефть ;26.06.2026 22:58:00;#e74c3c
37.236947;55.593232;Отказ в заправке;Татнефть ;26.06.2026 23:01:00;#e74c3c
37.635351;55.683219;Возможно появилось топливо;Татнефть ;27.06.2026 11:38:00;#169a7a
30.303876;59.837612;Ограничение в 30 л;Газпромнефть ;27.06.2026 09:35:00;#f1c40f
37.588674;55.907607;Возможно появилось топливо;Газпромнефть ;27.06.2026 23:27:00;#169a7a
30.32574;59.98983;Отказ в заправке;Газпромнефть ;27.06.2026 12:47:00;#e74c3c
37.431684;55.727815;Возможно появилось топливо;Газпромнефть ;28.06.2026 01:16:00;#169a7a
30.221331;59.990793;Отказ в заправке;Газпромнефть ;27.06.2026 14:24:00;#e74c3c
30.288443;59.861616;Отказ в заправке;Газпромнефть ;27.06.2026 20:16:00;#e74c3c
30.279091;59.879615;Возможно появилось топливо;Татнефть ;28.06.2026 08:45:00;#169a7a
30.185702;59.826212;Возможно появилось топливо;Татнефть ;28.06.2026 08:53:00;#169a7a
30.189284;59.824521;Возможно появилось топливо;Татнефть ;28.06.2026 08:55:00;#169a7a
30.176660;59.842921;Возможно появилось топливо;Татнефть ;28.06.2026 09:05:00;#169a7a
30.479963;59.945585;Возможно появилось топливо;Татнефть ;28.06.2026 09:22:00;#169a7a
30.451722;59.915971;Ограничение в 30 л;Газпромнефть ;27.06.2026 21:40:00;#f1c40f
37.723579;55.658719;Возможно появилось топливо;Газпромнефть ;28.06.2026 09:50:00;#169a7a
30.451918;59.906639;Ограничение в 30 л ;Газпромнефть ;27.06.2026 21:54:00;#f1c40f
37.539482;55.766299;Доступна к заправке;Татнефть;27.06.2026 22:10:00;#00ff00
30.440186;59.902122;Ограничение в 30 л ;Газпромнефть ;27.06.2026 22:20:00;#f1c40f
30.423393;59.911655;Отказ в заправке;Татнефть ;27.06.2026 22:28:00;#e74c3c
37.566988;55.850828;Возможно появилось топливо;Татнефть ;28.06.2026 12:13:00;#169a7a
37.445626;55.880153;Возможно появилось топливо;Татнефть ;28.06.2026 12:30:00;#169a7a
30.235251;60.008355;Ограничение в 60 л ;Газпромнефть ;28.06.2026 00:36:00;#f1c40f
37.475135;55.812110;Возможно появилось топливо;Татнефть ;28.06.2026 12:42:00;#169a7a
30.234921;60.004375;Ограничение в 30 л ;Газпромнефть ;28.06.2026 00:42:00;#f1c40f
37.424516;55.876121;Возможно появилось топливо;Татнефть ;28.06.2026 13:01:00;#169a7a
37.599594;55.572162;Доступна к заправке;Татнефть;28.06.2026 01:35:00;#00ff00
30.421355;59.888814;Возможно появилось топливо;Татнефть ;28.06.2026 13:45:00;#169a7a
30.393690;59.842762;Возможно появилось топливо;Татнефть ;28.06.2026 17:08:00;#169a7a
30.224923;60.021478;Возможно появилось топливо;Татнефть ;28.06.2026 20:54:00;#169a7a
37.629304;55.665761;Отказ в заправке;Татнефть ;28.06.2026 08:56:00;#e74c3c
30.242628;60.007713;Ограничение в 120 л;Газпромнефть ;28.06.2026 09:10:00;#f1c40f
30.358700;59.879651;Ограничение в 30 л ;Газпромнефть ;28.06.2026 09:13:00;#f1c40f
30.4697;59.9662;Ограничение в 30 л ;Газпромнефть ;28.06.2026 09:41:00;#f1c40f
37.546974;55.652009;Доступна к заправке;Газпромнефть;28.06.2026 10:28:00;#00ff00
37.520150;55.657667;Возможно появилось топливо;Газпромнефть;28.06.2026 22:40:00;#169a7a
30.422238;59.855358;Ограничение в 30 л ;Газпромнефть ;28.06.2026 10:47:00;#f1c40f
37.606341;55.684195;Возможно появилось топливо;Газпромнефть ;28.06.2026 22:55:00;#169a7a
37.547243;55.754669;Возможно появилось топливо;Татнефть;28.06.2026 23:16:00;#169a7a
37.555325;55.770124;Доступна к заправке;Татнефть ;28.06.2026 11:30:00;#00ff00
37.484469;55.678585;Отказ в заправке;Газпромнефть ;28.06.2026 11:56:00;#e74c3c
37.472014;55.674628;Возможно появилось топливо;Газпромнефть ;29.06.2026 00:04:00;#169a7a
37.439625;55.674529;Возможно появилось топливо;Газпромнефть ;29.06.2026 00:13:00;#169a7a
37.391485;55.618084;Доступна к заправке;Татнефть ;28.06.2026 12:13:00;#00ff00
37.938118;55.797007;Ограничение в 20л;Татнефть ;28.06.2026 13:09:00;#f1c40f
30.289598;59.909770;Ограничение в 90л;Газпромнефть ;28.06.2026 14:01:00;#f1c40f
37.453361;55.606839;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 02:40:00;#169a7a
37.466691;55.762855;Возможно появилось топливо;Татнефть ;29.06.2026 04:03:00;#169a7a
37.462236;55.727364;Возможно появилось топливо;Газпромнефть ;29.06.2026 04:59:00;#169a7a
37.662829;55.717670;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 06:25:00;#169a7a
37.849069;55.766143;Возможно появилось топливо;Татнефть ;29.06.2026 06:57:00;#169a7a
37.865067;55.776431;Возможно появилось топливо;Татнефть ;29.06.2026 07:13:00;#169a7a
30.247210;59.984904;Возможно появилось топливо;Татнефть ;29.06.2026 07:18:00;#169a7a
30.207873;59.992852;Возможно появилось топливо;Татнефть ;29.06.2026 07:22:00;#169a7a
30.228606;59.984782;Ограничение 70л;Газпромнефть ;28.06.2026 19:38:00;#f1c40f
37.836860;55.667797;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 07:50:00;#169a7a
37.744900;55.761198;Возможно появилось топливо;Газпромнефть ;29.06.2026 08:09:00;#169a7a
37.715695;55.778922;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 08:19:00;#169a7a
37.729878;55.793358;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 08:30:00;#169a7a
37.726260;55.594311;Ограничение 200 л;Газпромнефть ;28.06.2026 21:01:00;#f1c40f
37.698126;55.811936;Возможно появилось топливо;Сервис ФСП;29.06.2026 09:14:00;#169a7a
37.700154;55.783175;Возможно появилось топливо;Татнефть;29.06.2026 09:30:00;#169a7a
37.648259;55.736797;Возможно появилось топливо;АЗС №57223;29.06.2026 09:44:00;#169a7a
37.650675;55.729574;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 09:46:00;#169a7a
37.638332;55.723477;Возможно появилось топливо;Татнефть;29.06.2026 09:52:00;#169a7a
37.776171;55.558496;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 10:00:00;#169a7a
30.373774;60.053431;Возможно появилось топливо;Газпромнефть ;29.06.2026 10:06:00;#169a7a
30.382739;60.051724;Ограничение в 30 л ;Газпромнефть ;28.06.2026 22:08:00;#f1c40f
37.751709;55.937210;Возможно появилось топливо;Фаворит ТК №1;29.06.2026 10:10:00;#169a7a
37.772945;55.925501;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 10:13:00;#169a7a
37.782036;55.618913;Возможно появилось топливо;Татнефть;29.06.2026 10:21:00;#169a7a
37.869002;55.942222;Отказ в заправке;Татнефть;28.06.2026 22:52:00;#e74c3c
37.773574;55.682331;Ограничение в 30 л ;Газпромнефть ;28.06.2026 23:04:00;#f1c40f
37.505346;55.710469;Возможно появилось топливо;Татнефть;29.06.2026 11:09:00;#169a7a
38.070907;56.084611;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 11:14:00;#169a7a
37.422324;55.714668;Возможно появилось топливо;Татнефть;29.06.2026 11:18:00;#169a7a
37.426177;55.726573;Возможно появилось топливо;Татнефть;29.06.2026 11:49:00;#169a7a
37.411184;55.726472;Возможно появилось топливо;Татнефть;29.06.2026 11:58:00;#169a7a
37.842546;55.745022;Возможно появилось топливо;Татнефть;29.06.2026 12:01:00;#169a7a
37.401662;55.726031;Возможно появилось топливо;Get Petrol;29.06.2026 12:07:00;#169a7a
37.700146;55.741561;Возможно появилось топливо;Татнефть;29.06.2026 12:27:00;#169a7a
37.696049;55.737076;Возможно появилось топливо;Татнефть;29.06.2026 12:27:00;#169a7a
37.689806;55.716813;Возможно появилось топливо;Татнефть;29.06.2026 12:37:00;#169a7a
37.457996;55.672554;Возможно появилось топливо;Газпромнефть ;29.06.2026 13:12:00;#169a7a
37.707224;55.734962;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 13:25:00;#169a7a
37.653478;55.793328;Возможно появилось топливо;Газпромнефть ;29.06.2026 13:31:00;#169a7a
37.458229;55.666746;Возможно появилось топливо;Нефтьмагистраль;29.06.2026 13:33:00;#169a7a
37.597235;55.792665;Возможно появилось топливо;Газпромнефть ;29.06.2026 13:34:00;#169a7a
30.308277;60.057819;Возможно появилось топливо;Татнефть;29.06.2026 13:47:00;#169a7a
37.486059;55.647559;Возможно появилось топливо;Татнефть;29.06.2026 13:48:00;#169a7a
37.661752;55.896211;Ограничение в 40 л ;Газпромнефть ;29.06.2026 02:23:00;#f1c40f
37.609263;55.906027;Возможно появилось топливо;Газпромнефть ;29.06.2026 14:32:00;#169a7a
37.574938;55.906925;Возможно появилось топливо;Газпромнефть ;29.06.2026 14:33:00;#169a7a
37.672648;55.893576;Возможно появилось топливо;Татнефть;29.06.2026 14:48:00;#169a7a
37.705023;55.891441;Возможно появилось топливо;Татнефть;29.06.2026 15:11:00;#169a7a
37.836393;55.803641;Возможно появилось топливо;GT ULTIMA;29.06.2026 15:26:00;#169a7a
30.276441;60.011167;Доступна к заправке;Татнефть;29.06.2026 05:35:00;#00ff00
30.361260;60.032627;Доступна к заправке;Татнефть;29.06.2026 05:37:00;#00ff00
37.701331;55.634303;Отказ в заправке;Газпромнефть ;29.06.2026 05:42:00;#e74c3c
30.325130;59.819915;Доступна к заправке;Татнефть;29.06.2026 06:07:00;#00ff00
37.842439;55.770289;Возможно появилось топливо;Татнефть;29.06.2026 20:23:00;#169a7a
37.756079;55.693074;Ограничение в 30 л ;AscoГаз;29.06.2026 09:09:00;#f1c40f
30.250543;59.997136;Доступна к заправке;Татнефть ;29.06.2026 09:15:00;#00ff00
37.841824;55.813928;Нет топлива;Газпромнефть ;29.06.2026 09:32:00;#3498db
37.811379;55.694199;Нет топлива;Нефтьмагистраль;29.06.2026 09:36:00;#3498db
37.821247;55.644450;Доступна к заправке;Газпромнефть ;29.06.2026 09:39:00;#00ff00
30.327322;59.993703;Доступна к заправке;Газпромнефть ;29.06.2026 09:54:00;#00ff00
37.769343;55.817486;Нет топлива;Радуга;29.06.2026 10:08:00;#3498db
37.774733;55.811892;Нет топлива;Газпромнефть ;29.06.2026 10:09:00;#3498db
37.829916;55.813531;Нет топлива;Татнефть ;29.06.2026 10:10:00;#3498db
37.870633;55.823069;Ограничение в 20 л ;Татнефть ;29.06.2026 10:10:00;#f1c40f
37.750891;55.627727;Нет топлива;Татнефть ;29.06.2026 10:34:00;#3498db
37.779337;55.616806;Нет топлива;Радуга;29.06.2026 10:43:00;#3498db
37.668588;55.916154;Нет топлива;Трасса;29.06.2026 10:50:00;#3498db
37.864358;55.779833;Доступна к заправке;Газпромнефть ;29.06.2026 10:50:00;#00ff00
30.280789;59.890970;Доступна к заправке;Газпромнефть ;29.06.2026 11:14:00;#00ff00
30.397800;59.878932;Ограничение 200 л;Татнефть ;29.06.2026 11:23:00;#f1c40f
37.652088;55.573710;Отказ в заправке;Татнефть ;29.06.2026 11:25:00;#e74c3c
37.444958;55.633718;Нет топлива;Татнефть ;29.06.2026 11:28:00;#3498db
37.912085;55.794123;Отказ в заправке;Нефтьмагистраль;29.06.2026 11:36:00;#e74c3c
37.543201;55.634649;Нет топлива;Газпромнефть ;29.06.2026 11:46:00;#3498db
37.694980;55.616392;Доступна к заправке;Газпромнефть ;29.06.2026 11:47:00;#00ff00
37.617357;55.609080;Нет топлива;Газпромнефть ;29.06.2026 12:04:00;#3498db
37.620721;55.632639;Нет топлива;Нефтьмагистраль;29.06.2026 12:04:00;#3498db
30.288434;59.896382;Доступна к заправке;Газпромнефть ;29.06.2026 12:09:00;#00ff00
37.636303;55.665045;Нет топлива;LPG;29.06.2026 12:20:00;#3498db
30.351154;59.875090;Доступна к заправке;Газпромнефть ;29.06.2026 12:24:00;#00ff00
37.684416;55.716118;Нет топлива;Татнефть ;29.06.2026 12:37:00;#3498db
37.644881;55.890467;Нет топлива;Get Petrol;29.06.2026 14:35:00;#3498db
37.631379;55.889916;Нет топлива;Газпромнефть ;29.06.2026 14:36:00;#3498db
30.409158;60.022454;Нет топлива;Татнефть;29.06.2026 14:40:00;#3498db
30.432811;60.014795;Нет топлива;Татнефть;29.06.2026 14:41:00;#3498db
30.433718;60.019837;Нет топлива;Газпромнефть ;29.06.2026 14:41:00;#3498db
30.431724;60.031589;Нет топлива;Газпромнефть ;29.06.2026 14:42:00;#3498db
30.387406;60.042707;Ограничение в 30 л ;Газпромнефть ;29.06.2026 14:45:00;#f1c40f
30.364865;60.057761;Отказ в заправке;Газпромнефть ;29.06.2026 14:47:00;#e74c3c
30.345652;59.871814;Отказ в заправке;Татнефть ;29.06.2026 14:56:00;#e74c3c
37.586148;55.887443;Нет топлива;Трансазс;29.06.2026 14:58:00;#3498db
37.585879;55.877018;Нет топлива;ФСВ;29.06.2026 14:58:00;#3498db
30.304684;59.851291;Доступна к заправке;Татнефть ;29.06.2026 16:55:00;#00ff00
37.794010;55.723176;Нет топлива;Татнефть;29.06.2026 19:14:00;#3498db
37.849500;55.744583;Нет топлива;Татнефть;29.06.2026 19:29:00;#3498db
37.509757;55.598044;Ограничение в 30 л ;Татнефть;29.06.2026 19:45:00;#f1c40f
37.661160;55.611531;Доступна к заправке;Татнефть ;29.06.2026 19:59:00;#00ff00
37.599732;55.585174;Нет топлива;Газпромнефть ;29.06.2026 20:09:00;#3498db
37.603589;55.596532;Нет топлива;Нефтьмагистраль;29.06.2026 20:13:00;#3498db
37.622108;55.608370;Нет топлива;Нефтьмагистраль;29.06.2026 20:16:00;#3498db
37.915226;55.645583;Нет топлива;Татнефть;29.06.2026 20:17:00;#3498db
37.880662;55.749177;Доступна к заправке;Татнефть ;29.06.2026 20:20:00;#00ff00
